,Instrument,Granularity,Complete,Volume,Time,Open,High,Low,Close,ATR
797,EUR_USD,M5,True,6,2022-01-13T22:45:00.000000000Z,1.14566,1.14566,1.1456,1.1456,0.000348337266522
798,EUR_USD,M5,True,8,2022-01-13T22:50:00.000000000Z,1.14563,1.14563,1.14556,1.14559,0.000345553893857
799,EUR_USD,M5,True,27,2022-01-13T22:55:00.000000000Z,1.14562,1.14578,1.14559,1.14568,0.000343998354918
800,EUR_USD,M5,True,44,2022-01-13T23:00:00.000000000Z,1.14573,1.14573,1.14554,1.14559,0.000342458371369
801,EUR_USD,M5,True,25,2022-01-13T23:05:00.000000000Z,1.14561,1.14566,1.14558,1.14566,0.000339833787656
802,EUR_USD,M5,True,11,2022-01-13T23:10:00.000000000Z,1.14568,1.14572,1.14566,1.14571,0.000337035449779
803,EUR_USD,M5,True,78,2022-01-13T23:15:00.000000000Z,1.14569,1.14572,1.14553,1.14561,0.000335565095281
804,EUR_USD,M5,True,24,2022-01-13T23:20:00.000000000Z,1.1456,1.14564,1.14554,1.14564,0.000333209444328
805,EUR_USD,M5,True,42,2022-01-13T23:25:00.000000000Z,1.14562,1.14564,1.14551,1.14556,0.000331177349885
806,EUR_USD,M5,True,36,2022-01-13T23:30:00.000000000Z,1.14556,1.14564,1.14555,1.14562,0.000328765576386
807,EUR_USD,M5,True,34,2022-01-13T23:35:00.000000000Z,1.14564,1.14592,1.14561,1.14592,0.000328577920622
808,EUR_USD,M5,True,34,2022-01-13T23:40:00.000000000Z,1.14594,1.14594,1.14582,1.14592,0.000326492141416
809,EUR_USD,M5,True,38,2022-01-13T23:45:00.000000000Z,1.14593,1.14595,1.14587,1.14592,0.000324027220002
810,EUR_USD,M5,True,39,2022-01-13T23:50:00.000000000Z,1.14591,1.14591,1.14572,1.14576,0.000322786947802
811,EUR_USD,M5,True,52,2022-01-13T23:55:00.000000000Z,1.14574,1.14574,1.14555,1.14566,0.000321659078324
812,EUR_USD,M5,True,154,2022-01-14T00:00:00.000000000Z,1.14564,1.14564,1.14536,1.14538,0.000321442487541
813,EUR_USD,M5,True,118,2022-01-14T00:05:00.000000000Z,1.14536,1.14573,1.14536,1.14561,0.000321928062665
814,EUR_USD,M5,True,63,2022-01-14T00:10:00.000000000Z,1.14558,1.14562,1.14542,1.14546,0.000320708782039
815,EUR_USD,M5,True,148,2022-01-14T00:15:00.000000000Z,1.14545,1.14556,1.1454,1.1455,0.000319101694218
816,EUR_USD,M5,True,161,2022-01-14T00:20:00.000000000Z,1.1455,1.14568,1.14545,1.14566,0.000318210677276
817,EUR_USD,M5,True,121,2022-01-14T00:25:00.000000000Z,1.14567,1.14568,1.14545,1.14551,0.000317328570503
818,EUR_USD,M5,True,110,2022-01-14T00:30:00.000000000Z,1.14552,1.14555,1.14539,1.14545,0.000315755284798
819,EUR_USD,M5,True,59,2022-01-14T00:35:00.000000000Z,1.14543,1.14552,1.14534,1.14535,0.00031439773195
820,EUR_USD,M5,True,49,2022-01-14T00:40:00.000000000Z,1.14534,1.14542,1.14526,1.14541,0.000312853754631
821,EUR_USD,M5,True,94,2022-01-14T00:45:00.000000000Z,1.1454,1.14548,1.14522,1.14524,0.000312325217084
822,EUR_USD,M5,True,189,2022-01-14T00:50:00.000000000Z,1.14526,1.14576,1.14514,1.14567,0.000315401964914
823,EUR_USD,M5,True,186,2022-01-14T00:55:00.000000000Z,1.14566,1.14588,1.14554,1.14564,0.000315647945264
824,EUR_USD,M5,True,177,2022-01-14T01:00:00.000000000Z,1.14562,1.14604,1.14562,1.14594,0.000316691465812
825,EUR_USD,M5,True,167,2022-01-14T01:05:00.000000000Z,1.14592,1.14612,1.14578,1.14606,0.000316924551154
826,EUR_USD,M5,True,156,2022-01-14T01:10:00.000000000Z,1.14604,1.14616,1.14596,1.14599,0.000315755305642
827,EUR_USD,M5,True,212,2022-01-14T01:15:00.000000000Z,1.14596,1.14604,1.14583,1.14589,0.000314697752586
828,EUR_USD,M5,True,154,2022-01-14T01:20:00.000000000Z,1.14588,1.14614,1.14588,1.14612,0.00031415077506
829,EUR_USD,M5,True,141,2022-01-14T01:25:00.000000000Z,1.14611,1.14642,1.14611,1.14641,0.000314109267309
830,EUR_USD,M5,True,218,2022-01-14T01:30:00.000000000Z,1.14639,1.14657,1.14632,1.14657,0.000313468174636
831,EUR_USD,M5,True,235,2022-01-14T01:35:00.000000000Z,1.14656,1.14682,1.14654,1.14666,0.00031313349289
832,EUR_USD,M5,True,250,2022-01-14T01:40:00.000000000Z,1.14665,1.14671,1.14658,1.1467,0.000311302157961
833,EUR_USD,M5,True,213,2022-01-14T01:45:00.000000000Z,1.14669,1.14682,1.14658,1.14676,0.000310589136381
834,EUR_USD,M5,True,100,2022-01-14T01:50:00.000000000Z,1.14674,1.14676,1.14654,1.1466,0.000309683245018
835,EUR_USD,M5,True,102,2022-01-14T01:55:00.000000000Z,1.14659,1.14666,1.14651,1.14662,0.000308086412567
836,EUR_USD,M5,True,73,2022-01-14T02:00:00.000000000Z,1.1466,1.14668,1.14656,1.1466,0.000306205548442
837,EUR_USD,M5,True,94,2022-01-14T02:05:00.000000000Z,1.14658,1.1468,1.14655,1.14656,0.000305643492957
838,EUR_USD,M5,True,218,2022-01-14T02:10:00.000000000Z,1.14657,1.14666,1.14647,1.14662,0.000304487058028
839,EUR_USD,M5,True,205,2022-01-14T02:15:00.000000000Z,1.14661,1.1468,1.14641,1.14642,0.000305342187447
840,EUR_USD,M5,True,187,2022-01-14T02:20:00.000000000Z,1.14641,1.14644,1.14626,1.1463,0.000304088765573
841,EUR_USD,M5,True,126,2022-01-14T02:25:00.000000000Z,1.14628,1.14646,1.14626,1.14634,0.000303047877917
842,EUR_USD,M5,True,216,2022-01-14T02:30:00.000000000Z,1.14635,1.14664,1.14632,1.14654,0.000303217399138
843,EUR_USD,M5,True,94,2022-01-14T02:35:00.000000000Z,1.14656,1.14656,1.14642,1.14642,0.000301585225147
844,EUR_USD,M5,True,73,2022-01-14T02:40:00.000000000Z,1.14644,1.14653,1.14637,1.14653,0.000300169372895
845,EUR_USD,M5,True,93,2022-01-14T02:45:00.000000000Z,1.14654,1.14662,1.1464,1.14652,0.000299367679166
846,EUR_USD,M5,True,49,2022-01-14T02:50:00.000000000Z,1.14654,1.14668,1.14651,1.14668,0.000298074002375
847,EUR_USD,M5,True,411,2022-01-14T02:55:00.000000000Z,1.1467,1.14714,1.14668,1.14713,0.000299693262351
848,EUR_USD,M5,True,204,2022-01-14T03:00:00.000000000Z,1.14711,1.14713,1.1469,1.147,0.000298996329727
849,EUR_USD,M5,True,60,2022-01-14T03:05:00.000000000Z,1.14699,1.14712,1.14688,1.14701,0.00029840636643
850,EUR_USD,M5,True,50,2022-01-14T03:10:00.000000000Z,1.14702,1.14712,1.14702,1.14712,0.000296522302766
851,EUR_USD,M5,True,126,2022-01-14T03:15:00.000000000Z,1.14712,1.14744,1.14712,1.14742,0.000296757079738
852,EUR_USD,M5,True,170,2022-01-14T03:20:00.000000000Z,1.14744,1.14756,1.1474,1.14742,0.000295389508941
853,EUR_USD,M5,True,109,2022-01-14T03:25:00.000000000Z,1.1474,1.14758,1.1474,1.14744,0.000294235613851
854,EUR_USD,M5,True,143,2022-01-14T03:30:00.000000000Z,1.14743,1.14744,1.14722,1.14726,0.000293493257713
855,EUR_USD,M5,True,122,2022-01-14T03:35:00.000000000Z,1.14724,1.14738,1.14714,1.14738,0.000292958325136
856,EUR_USD,M5,True,69,2022-01-14T03:40:00.000000000Z,1.14739,1.14754,1.14732,1.14754,0.000292228741884
857,EUR_USD,M5,True,87,2022-01-14T03:45:00.000000000Z,1.14753,1.14756,1.14742,1.14745,0.000290706454465
858,EUR_USD,M5,True,53,2022-01-14T03:50:00.000000000Z,1.14747,1.14753,1.1473,1.14738,0.000290099389921
859,EUR_USD,M5,True,84,2022-01-14T03:55:00.000000000Z,1.1474,1.14742,1.14728,1.14738,0.000288598396022
860,EUR_USD,M5,True,47,2022-01-14T04:00:00.000000000Z,1.14739,1.14741,1.14732,1.14739,0.000286612412061
861,EUR_USD,M5,True,69,2022-01-14T04:05:00.000000000Z,1.1474,1.14744,1.1472,1.1472,0.000286146287941
862,EUR_USD,M5,True,75,2022-01-14T04:10:00.000000000Z,1.14722,1.14726,1.14711,1.14722,0.000284784825061
863,EUR_USD,M5,True,103,2022-01-14T04:15:00.000000000Z,1.14726,1.14752,1.14726,1.14737,0.000284936976811
864,EUR_USD,M5,True,100,2022-01-14T04:20:00.000000000Z,1.14738,1.14762,1.14738,1.14747,0.000284587607043
865,EUR_USD,M5,True,71,2022-01-14T04:25:00.000000000Z,1.14748,1.14758,1.1474,1.14756,0.000283541730972
866,EUR_USD,M5,True,62,2022-01-14T04:30:00.000000000Z,1.14757,1.14757,1.14728,1.14735,0.000283606313663
867,EUR_USD,M5,True,42,2022-01-14T04:35:00.000000000Z,1.14737,1.14756,1.14736,1.14756,0.000282870250526
868,EUR_USD,M5,True,28,2022-01-14T04:40:00.000000000Z,1.14757,1.14762,1.14756,1.14761,0.000280641548021
869,EUR_USD,M5,True,66,2022-01-14T04:45:00.000000000Z,1.14763,1.14766,1.14736,1.14742,0.00028083513254
870,EUR_USD,M5,True,66,2022-01-14T04:50:00.000000000Z,1.1474,1.14748,1.14728,1.14731,0.000280026781215
871,EUR_USD,M5,True,88,2022-01-14T04:55:00.000000000Z,1.14732,1.14738,1.14726,1.14738,0.000278426513403
872,EUR_USD,M5,True,67,2022-01-14T05:00:00.000000000Z,1.14739,1.14758,1.14736,1.14746,0.000277842248269
873,EUR_USD,M5,True,79,2022-01-14T05:05:00.000000000Z,1.14748,1.1476,1.14748,1.14755,0.000276463825786
874,EUR_USD,M5,True,71,2022-01-14T05:10:00.000000000Z,1.14754,1.14766,1.14748,1.14762,0.000275499187528
875,EUR_USD,M5,True,48,2022-01-14T05:15:00.000000000Z,1.1476,1.14777,1.1476,1.14777,0.000274444195653
876,EUR_USD,M5,True,127,2022-01-14T05:20:00.000000000Z,1.14776,1.14789,1.14776,1.14784,0.000272999753696
877,EUR_USD,M5,True,127,2022-01-14T05:25:00.000000000Z,1.14782,1.14783,1.14752,1.14756,0.00027346975616
878,EUR_USD,M5,True,139,2022-01-14T05:30:00.000000000Z,1.14757,1.14768,1.14751,1.14768,0.000272435058598
879,EUR_USD,M5,True,149,2022-01-14T05:35:00.000000000Z,1.14766,1.14802,1.14766,1.14795,0.000273310708012
880,EUR_USD,M5,True,208,2022-01-14T05:40:00.000000000Z,1.14794,1.14827,1.14791,1.14808,0.000274177600932
881,EUR_USD,M5,True,89,2022-01-14T05:45:00.000000000Z,1.14809,1.14814,1.14784,1.14784,0.000274435824922
882,EUR_USD,M5,True,78,2022-01-14T05:50:00.000000000Z,1.14785,1.14809,1.14785,1.14808,0.000274191466673
883,EUR_USD,M5,True,161,2022-01-14T05:55:00.000000000Z,1.14806,1.14813,1.14789,1.14789,0.000273849552007
884,EUR_USD,M5,True,144,2022-01-14T06:00:00.000000000Z,1.1479,1.14802,1.14778,1.14786,0.000273511056486
885,EUR_USD,M5,True,85,2022-01-14T06:05:00.000000000Z,1.14785,1.14788,1.14776,1.14782,0.000271975945922
886,EUR_USD,M5,True,97,2022-01-14T06:10:00.000000000Z,1.14784,1.14804,1.14773,1.14778,0.000272356186462
887,EUR_USD,M5,True,141,2022-01-14T06:15:00.000000000Z,1.1478,1.1479,1.14775,1.14778,0.000271132624598
888,EUR_USD,M5,True,92,2022-01-14T06:20:00.000000000Z,1.14776,1.14788,1.14766,1.14788,0.000270621298352
889,EUR_USD,M5,True,120,2022-01-14T06:25:00.000000000Z,1.14789,1.14806,1.14776,1.14777,0.000270915085368
890,EUR_USD,M5,True,87,2022-01-14T06:30:00.000000000Z,1.14778,1.14792,1.14762,1.14768,0.000271205934515
891,EUR_USD,M5,True,92,2022-01-14T06:35:00.000000000Z,1.1477,1.14786,1.1477,1.14786,0.000270293875169
892,EUR_USD,M5,True,79,2022-01-14T06:40:00.000000000Z,1.14785,1.14788,1.14773,1.14778,0.000269090936418
893,EUR_USD,M5,True,103,2022-01-14T06:45:00.000000000Z,1.1478,1.1478,1.14748,1.14751,0.000269600027054
894,EUR_USD,M5,True,158,2022-01-14T06:50:00.000000000Z,1.1475,1.14764,1.14742,1.14752,0.000269104026783
895,EUR_USD,M5,True,297,2022-01-14T06:55:00.000000000Z,1.14751,1.14751,1.14692,1.14699,0.000272412986515
896,EUR_USD,M5,True,285,2022-01-14T07:00:00.000000000Z,1.14698,1.14723,1.14696,1.14704,0.00027238885665
897,EUR_USD,M5,True,305,2022-01-14T07:05:00.000000000Z,1.14703,1.14705,1.14668,1.1467,0.000273364968084
898,EUR_USD,M5,True,256,2022-01-14T07:10:00.000000000Z,1.14669,1.14672,1.14647,1.14652,0.000273131318403
899,EUR_USD,M5,True,135,2022-01-14T07:15:00.000000000Z,1.1465,1.14652,1.14622,1.14632,0.000273400005219
900,EUR_USD,M5,True,287,2022-01-14T07:20:00.000000000Z,1.1463,1.14642,1.14604,1.14636,0.000274466005167
901,EUR_USD,M5,True,294,2022-01-14T07:25:00.000000000Z,1.14635,1.14648,1.1462,1.14638,0.000274521345115
902,EUR_USD,M5,True,380,2022-01-14T07:30:00.000000000Z,1.14636,1.14664,1.1463,1.14654,0.000275176131664
903,EUR_USD,M5,True,355,2022-01-14T07:35:00.000000000Z,1.14656,1.14694,1.14656,1.1469,0.000276424370347
904,EUR_USD,M5,True,270,2022-01-14T07:40:00.000000000Z,1.14688,1.14698,1.14675,1.14698,0.000275960126644
905,EUR_USD,M5,True,273,2022-01-14T07:45:00.000000000Z,1.14697,1.14718,1.1468,1.14717,0.000277000525377
906,EUR_USD,M5,True,245,2022-01-14T07:50:00.000000000Z,1.14715,1.14723,1.14699,1.14712,0.000276630520123
907,EUR_USD,M5,True,313,2022-01-14T07:55:00.000000000Z,1.1471,1.1471,1.14648,1.14659,0.000280264214922
908,EUR_USD,M5,True,451,2022-01-14T08:00:00.000000000Z,1.14658,1.1467,1.14624,1.1467,0.000282061572773
909,EUR_USD,M5,True,403,2022-01-14T08:05:00.000000000Z,1.14668,1.14706,1.14654,1.1468,0.000284440957045
910,EUR_USD,M5,True,303,2022-01-14T08:10:00.000000000Z,1.14681,1.14708,1.14678,1.14699,0.000284596547475
911,EUR_USD,M5,True,291,2022-01-14T08:15:00.000000000Z,1.147,1.14726,1.14684,1.14697,0.000285950582
912,EUR_USD,M5,True,250,2022-01-14T08:20:00.000000000Z,1.14698,1.14712,1.14689,1.14692,0.00028539107618
913,EUR_USD,M5,True,242,2022-01-14T08:25:00.000000000Z,1.14691,1.14721,1.14668,1.14682,0.000287837165418
914,EUR_USD,M5,True,247,2022-01-14T08:30:00.000000000Z,1.14684,1.14684,1.14648,1.14666,0.000288558793764
915,EUR_USD,M5,True,414,2022-01-14T08:35:00.000000000Z,1.14665,1.14732,1.14665,1.14716,0.000292373205826
916,EUR_USD,M5,True,363,2022-01-14T08:40:00.000000000Z,1.14717,1.14747,1.14702,1.1472,0.000293949473768
917,EUR_USD,M5,True,314,2022-01-14T08:45:00.000000000Z,1.14718,1.14744,1.14705,1.1474,0.00029490997903
918,EUR_USD,M5,True,317,2022-01-14T08:50:00.000000000Z,1.14738,1.14745,1.14668,1.14674,0.00029966087924
919,EUR_USD,M5,True,409,2022-01-14T08:55:00.000000000Z,1.14673,1.14694,1.1465,1.14683,0.000301064270448
920,EUR_USD,M5,True,301,2022-01-14T09:00:00.000000000Z,1.14682,1.14688,1.14654,1.14659,0.000301453627743
921,EUR_USD,M5,True,232,2022-01-14T09:05:00.000000000Z,1.14658,1.1469,1.14648,1.14674,0.000302639091466
922,EUR_USD,M5,True,221,2022-01-14T09:10:00.000000000Z,1.14676,1.14682,1.1462,1.14634,0.000305812700551
923,EUR_USD,M5,True,199,2022-01-14T09:15:00.000000000Z,1.14632,1.14666,1.14628,1.14664,0.000306554573546
924,EUR_USD,M5,True,212,2022-01-14T09:20:00.000000000Z,1.14663,1.14682,1.14653,1.14654,0.00030638902781
925,EUR_USD,M5,True,442,2022-01-14T09:25:00.000000000Z,1.14656,1.14656,1.14584,1.1462,0.000310525137532
926,EUR_USD,M5,True,294,2022-01-14T09:30:00.000000000Z,1.14618,1.14666,1.14604,1.14666,0.000313619886157
927,EUR_USD,M5,True,284,2022-01-14T09:35:00.000000000Z,1.14665,1.14677,1.14624,1.14636,0.000315783687295
928,EUR_USD,M5,True,274,2022-01-14T09:40:00.000000000Z,1.14638,1.14648,1.14605,1.14618,0.000316925850422
929,EUR_USD,M5,True,343,2022-01-14T09:45:00.000000000Z,1.14616,1.14621,1.14578,1.14594,0.000318056591918
930,EUR_USD,M5,True,389,2022-01-14T09:50:00.000000000Z,1.14594,1.14602,1.14572,1.14586,0.000317876025999
931,EUR_USD,M5,True,160,2022-01-14T09:55:00.000000000Z,1.14587,1.14602,1.14578,1.14582,0.000317097265739
932,EUR_USD,M5,True,229,2022-01-14T10:00:00.000000000Z,1.1458,1.14595,1.1456,1.14581,0.000317426293081
933,EUR_USD,M5,True,187,2022-01-14T10:05:00.000000000Z,1.14582,1.14599,1.14572,1.14584,0.000316952030151
934,EUR_USD,M5,True,282,2022-01-14T10:10:00.000000000Z,1.14582,1.14604,1.1458,1.14602,0.000316182509849
935,EUR_USD,M5,True,211,2022-01-14T10:15:00.000000000Z,1.14604,1.14604,1.1458,1.14589,0.000315420684751
936,EUR_USD,M5,True,216,2022-01-14T10:20:00.000000000Z,1.14588,1.14596,1.14555,1.1458,0.000316366477903
937,EUR_USD,M5,True,145,2022-01-14T10:25:00.000000000Z,1.14578,1.14594,1.14572,1.14584,0.000315402813124
938,EUR_USD,M5,True,160,2022-01-14T10:30:00.000000000Z,1.14586,1.14606,1.1457,1.14604,0.000315848784993
939,EUR_USD,M5,True,191,2022-01-14T10:35:00.000000000Z,1.14603,1.14611,1.1457,1.14589,0.000316790297143
940,EUR_USD,M5,True,134,2022-01-14T10:40:00.000000000Z,1.14591,1.14591,1.14574,1.14574,0.000315322394172
941,EUR_USD,M5,True,167,2022-01-14T10:45:00.000000000Z,1.14575,1.14599,1.14568,1.14568,0.00031526917023
942,EUR_USD,M5,True,153,2022-01-14T10:50:00.000000000Z,1.14569,1.14588,1.14558,1.14566,0.000315116478528
943,EUR_USD,M5,True,233,2022-01-14T10:55:00.000000000Z,1.14564,1.14578,1.1454,1.14568,0.000315765313742
944,EUR_USD,M5,True,150,2022-01-14T11:00:00.000000000Z,1.14566,1.1458,1.14552,1.1456,0.000315407660605
945,EUR_USD,M5,True,262,2022-01-14T11:05:00.000000000Z,1.14558,1.14585,1.14554,1.14569,0.000315353583999
946,EUR_USD,M5,True,112,2022-01-14T11:10:00.000000000Z,1.14571,1.14584,1.14567,1.14583,0.000313900048159
947,EUR_USD,M5,True,148,2022-01-14T11:15:00.000000000Z,1.14581,1.14592,1.14567,1.14572,0.000313261047677
948,EUR_USD,M5,True,179,2022-01-14T11:20:00.000000000Z,1.14574,1.14588,1.14562,1.14568,0.0003127284372
949,EUR_USD,M5,True,135,2022-01-14T11:25:00.000000000Z,1.14567,1.14582,1.1453,1.14536,0.000314801152828
950,EUR_USD,M5,True,163,2022-01-14T11:30:00.000000000Z,1.14537,1.14538,1.14516,1.14526,0.0003138531413
951,EUR_USD,M5,True,269,2022-01-14T11:35:00.000000000Z,1.14526,1.14542,1.14495,1.1451,0.000315414609887
952,EUR_USD,M5,True,241,2022-01-14T11:40:00.000000000Z,1.14509,1.14514,1.14486,1.1451,0.000315060463788
953,EUR_USD,M5,True,188,2022-01-14T11:45:00.000000000Z,1.14512,1.14519,1.14492,1.14508,0.00031460985915
954,EUR_USD,M5,True,130,2022-01-14T11:50:00.000000000Z,1.1451,1.14537,1.1451,1.14524,0.000314363760559
955,EUR_USD,M5,True,386,2022-01-14T11:55:00.000000000Z,1.14522,1.14555,1.14516,1.14521,0.000315120122953
956,EUR_USD,M5,True,235,2022-01-14T12:00:00.000000000Z,1.14519,1.14554,1.14514,1.14554,0.000315968921724
957,EUR_USD,M5,True,375,2022-01-14T12:05:00.000000000Z,1.14551,1.14564,1.14514,1.1452,0.000317809232507
958,EUR_USD,M5,True,319,2022-01-14T12:10:00.000000000Z,1.14518,1.14545,1.14516,1.14535,0.000317531140181
959,EUR_USD,M5,True,284,2022-01-14T12:15:00.000000000Z,1.14537,1.14537,1.14466,1.14484,0.00032145582878
960,EUR_USD,M5,True,352,2022-01-14T12:20:00.000000000Z,1.14483,1.14488,1.14442,1.14452,0.000322841270492
961,EUR_USD,M5,True,338,2022-01-14T12:25:00.000000000Z,1.14453,1.14467,1.1442,1.14432,0.000324312857787
962,EUR_USD,M5,True,328,2022-01-14T12:30:00.000000000Z,1.14435,1.14466,1.1442,1.14464,0.000325669729209
963,EUR_USD,M5,True,277,2022-01-14T12:35:00.000000000Z,1.14462,1.14494,1.14456,1.14488,0.000326213031917
964,EUR_USD,M5,True,358,2022-01-14T12:40:00.000000000Z,1.1449,1.1451,1.14472,1.14498,0.000326750901598
965,EUR_USD,M5,True,234,2022-01-14T12:45:00.000000000Z,1.14497,1.145,1.14464,1.14496,0.000327083392582
966,EUR_USD,M5,True,323,2022-01-14T12:50:00.000000000Z,1.14498,1.14501,1.14477,1.14496,0.000326212558656
967,EUR_USD,M5,True,524,2022-01-14T12:55:00.000000000Z,1.14498,1.14498,1.14422,1.14436,0.000330550433069
968,EUR_USD,M5,True,418,2022-01-14T13:00:00.000000000Z,1.14439,1.14488,1.14435,1.14484,0.000332544928739
969,EUR_USD,M5,True,413,2022-01-14T13:05:00.000000000Z,1.14486,1.14504,1.14461,1.14466,0.000333519479451
970,EUR_USD,M5,True,334,2022-01-14T13:10:00.000000000Z,1.14464,1.14488,1.14458,1.14466,0.000333184284657
971,EUR_USD,M5,True,432,2022-01-14T13:15:00.000000000Z,1.14468,1.14477,1.1443,1.1444,0.00033455244181
972,EUR_USD,M5,True,392,2022-01-14T13:20:00.000000000Z,1.14441,1.14452,1.14429,1.1444,0.000333506917392
973,EUR_USD,M5,True,491,2022-01-14T13:25:00.000000000Z,1.14439,1.1447,1.14412,1.14449,0.000335971848218
974,EUR_USD,M5,True,1600,2022-01-14T13:30:00.000000000Z,1.14447,1.14534,1.14366,1.14421,0.000349412129736
975,EUR_USD,M5,True,864,2022-01-14T13:35:00.000000000Z,1.14424,1.14508,1.14414,1.14501,0.000355318008439
976,EUR_USD,M5,True,800,2022-01-14T13:40:00.000000000Z,1.145,1.14552,1.14487,1.14488,0.000358264828354
977,EUR_USD,M5,True,943,2022-01-14T13:45:00.000000000Z,1.1449,1.1451,1.14372,1.14378,0.000368482180071
978,EUR_USD,M5,True,884,2022-01-14T13:50:00.000000000Z,1.1438,1.14424,1.14334,1.1439,0.00037379735827
979,EUR_USD,M5,True,692,2022-01-14T13:55:00.000000000Z,1.14388,1.1443,1.14376,1.14382,0.000375459384687
980,EUR_USD,M5,True,827,2022-01-14T14:00:00.000000000Z,1.1438,1.14436,1.14353,1.14428,0.00038000479084
981,EUR_USD,M5,True,797,2022-01-14T14:05:00.000000000Z,1.1443,1.14473,1.14406,1.1443,0.000382904742932
982,EUR_USD,M5,True,582,2022-01-14T14:10:00.000000000Z,1.14432,1.145,1.1443,1.14494,0.000386075695503
983,EUR_USD,M5,True,549,2022-01-14T14:15:00.000000000Z,1.14496,1.14496,1.14413,1.1443,0.000390514938548
984,EUR_USD,M5,True,632,2022-01-14T14:20:00.000000000Z,1.14428,1.14436,1.14349,1.14356,0.000395309789162
985,EUR_USD,M5,True,826,2022-01-14T14:25:00.000000000Z,1.14354,1.14374,1.143,1.14368,0.000398756691271
986,EUR_USD,M5,True,931,2022-01-14T14:30:00.000000000Z,1.14366,1.14396,1.14311,1.14396,0.000403269124358
987,EUR_USD,M5,True,897,2022-01-14T14:35:00.000000000Z,1.14396,1.1443,1.14377,1.14402,0.000404536433114
988,EUR_USD,M5,True,945,2022-01-14T14:40:00.000000000Z,1.144,1.14456,1.144,1.1445,0.000406091068783
989,EUR_USD,M5,True,694,2022-01-14T14:45:00.000000000Z,1.14451,1.14454,1.1437,1.14374,0.000410430158095
990,EUR_USD,M5,True,630,2022-01-14T14:50:00.000000000Z,1.14373,1.14412,1.1437,1.1439,0.000410525856514
991,EUR_USD,M5,True,679,2022-01-14T14:55:00.000000000Z,1.14388,1.14434,1.14383,1.14421,0.000411520597949
992,EUR_USD,M5,True,1424,2022-01-14T15:00:00.000000000Z,1.14417,1.14424,1.14244,1.14262,0.00042540539197
993,EUR_USD,M5,True,831,2022-01-14T15:05:00.000000000Z,1.14262,1.14374,1.14262,1.14359,0.00043235133805
994,EUR_USD,M5,True,744,2022-01-14T15:10:00.000000000Z,1.14358,1.14386,1.14317,1.14328,0.00043492782467
995,EUR_USD,M5,True,698,2022-01-14T15:15:00.000000000Z,1.14327,1.14338,1.14288,1.14301,0.000435578546423
996,EUR_USD,M5,True,589,2022-01-14T15:20:00.000000000Z,1.143,1.14308,1.14256,1.14287,0.000436422760959
997,EUR_USD,M5,True,587,2022-01-14T15:25:00.000000000Z,1.14286,1.14286,1.14239,1.14282,0.000436858533349
998,EUR_USD,M5,True,539,2022-01-14T15:30:00.000000000Z,1.14284,1.14297,1.14241,1.14272,0.000438089948016
999,EUR_USD,M5,True,721,2022-01-14T15:35:00.000000000Z,1.1427,1.14318,1.14268,1.14268,0.000438709048535
1000,EUR_USD,M5,True,458,2022-01-14T15:40:00.000000000Z,1.1427,1.14284,1.14254,1.14267,0.00043732195805
1001,EUR_USD,M5,True,456,2022-01-14T15:45:00.000000000Z,1.14266,1.14292,1.14266,1.14278,0.00043554873847
1002,EUR_USD,M5,True,650,2022-01-14T15:50:00.000000000Z,1.14279,1.14321,1.14269,1.14286,0.000436393251085
1003,EUR_USD,M5,True,976,2022-01-14T15:55:00.000000000Z,1.14288,1.14346,1.14276,1.14333,0.000439029318574
1004,EUR_USD,M5,True,706,2022-01-14T16:00:00.000000000Z,1.1433,1.14359,1.14286,1.1432,0.000441939025388
1005,EUR_USD,M5,True,424,2022-01-14T16:05:00.000000000Z,1.1432,1.14349,1.14315,1.14335,0.000440919635134
1006,EUR_USD,M5,True,362,2022-01-14T16:10:00.000000000Z,1.14336,1.14348,1.14288,1.14293,0.000442510438783
1007,EUR_USD,M5,True,549,2022-01-14T16:15:00.000000000Z,1.14294,1.14302,1.14222,1.1423,0.000446085334395
1008,EUR_USD,M5,True,503,2022-01-14T16:20:00.000000000Z,1.14232,1.14236,1.14206,1.14216,0.000444624481051
1009,EUR_USD,M5,True,547,2022-01-14T16:25:00.000000000Z,1.14218,1.14236,1.14206,1.14206,0.000443178236241
1010,EUR_USD,M5,True,650,2022-01-14T16:30:00.000000000Z,1.14205,1.14213,1.14156,1.14193,0.000444446453878
1011,EUR_USD,M5,True,382,2022-01-14T16:35:00.000000000Z,1.14192,1.14192,1.14152,1.14172,0.00044410198934
1012,EUR_USD,M5,True,282,2022-01-14T16:40:00.000000000Z,1.14171,1.14172,1.1415,1.14152,0.000441860969446
1013,EUR_USD,M5,True,292,2022-01-14T16:45:00.000000000Z,1.14151,1.14154,1.14115,1.1412,0.000441342359752
1014,EUR_USD,M5,True,378,2022-01-14T16:50:00.000000000Z,1.14118,1.1412,1.14092,1.14118,0.000439728936154
1015,EUR_USD,M5,True,408,2022-01-14T16:55:00.000000000Z,1.14118,1.14145,1.14112,1.14143,0.000438631646793
1016,EUR_USD,M5,True,367,2022-01-14T17:00:00.000000000Z,1.14142,1.14142,1.141,1.14103,0.000438545330325
1017,EUR_USD,M5,True,364,2022-01-14T17:05:00.000000000Z,1.14102,1.14133,1.14092,1.14124,0.000438259877021
