Instrument,Granularity,Complete,Volume,Time,Open,High,Low,Close
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
EUR_USD,M1,True,25,2020-12-31T18:30:00.000000000Z,1.22223,1.22224,1.22210,1.22210
