,Unnamed: 0,Instrument,Granularity,Complete,Volume,Time,Open,High,Low,Close,Gains,Loss,Avg_Gain,Avg_Loss,RSI
102,5892,EUR_USD,S5,True,1,2022-01-10T06:38:30.000000000Z,1.13298,1.13298,1.13298,1.13298,0.0,3.999999999981796e-05,1.5547316501020933e-05,1.3774743549796805e-05,53.02
103,6009,EUR_USD,S5,True,3,2022-01-10T06:39:05.000000000Z,1.13296,1.13299,1.13296,1.13299,0.0,2.0000000000131024e-05,1.2437853200816746e-05,1.501979483986365e-05,45.3
104,6090,EUR_USD,S5,True,2,2022-01-10T06:39:30.000000000Z,1.133,1.133,1.13298,1.13298,4.0000000000040004e-05,0.0,1.7950282560661398e-05,1.201583587189092e-05,59.9
105,6175,EUR_USD,S5,True,2,2022-01-10T06:40:00.000000000Z,1.13299,1.13301,1.13299,1.13301,0.0,1.0000000000065512e-05,1.436022604852912e-05,1.1612668697525839e-05,55.29
106,6225,EUR_USD,S5,True,10,2022-01-10T06:40:10.000000000Z,1.13299,1.133,1.13295,1.13298,0.0,0.0,1.1488180838823295e-05,9.290134958020671e-06,55.29
107,6290,EUR_USD,S5,True,7,2022-01-10T06:40:35.000000000Z,1.13295,1.13295,1.1329,1.13292,0.0,4.0000000000040004e-05,9.190544671058637e-06,1.543210796642454e-05,37.33
108,6323,EUR_USD,S5,True,3,2022-01-10T06:40:40.000000000Z,1.13293,1.13293,1.13292,1.13293,0.0,1.999999999990898e-05,7.3524357368469094e-06,1.6345686373121425e-05,31.03
109,6356,EUR_USD,S5,True,1,2022-01-10T06:40:50.000000000Z,1.13292,1.13292,1.13292,1.13292,0.0,1.0000000000065512e-05,5.881948589477528e-06,1.5076549098510243e-05,28.06
110,6391,EUR_USD,S5,True,7,2022-01-10T06:41:05.000000000Z,1.13294,1.13298,1.13294,1.13296,2.0000000000131024e-05,0.0,8.705558871608228e-06,1.2061239278808195e-05,41.92
111,6503,EUR_USD,S5,True,1,2022-01-10T06:41:35.000000000Z,1.13292,1.13292,1.13292,1.13292,0.0,2.0000000000131024e-05,6.964447097286582e-06,1.364899142307276e-05,33.79
112,6553,EUR_USD,S5,True,1,2022-01-10T06:41:50.000000000Z,1.13287,1.13287,1.13287,1.13287,0.0,4.999999999988347e-05,5.571557677829266e-06,2.0919193138434903e-05,21.03
113,6618,EUR_USD,S5,True,2,2022-01-10T06:42:10.000000000Z,1.13284,1.13285,1.13284,1.13285,0.0,2.999999999997449e-05,4.457246142263413e-06,2.2735354510742822e-05,16.39
114,6683,EUR_USD,S5,True,3,2022-01-10T06:42:30.000000000Z,1.1329,1.13293,1.1329,1.13293,5.999999999994898e-05,0.0,1.5565796913800528e-05,1.8188283608594257e-05,46.12
115,6761,EUR_USD,S5,True,1,2022-01-10T06:42:55.000000000Z,1.13294,1.13294,1.13294,1.13294,4.0000000000040004e-05,0.0,2.0452637531048424e-05,1.4550626886875406e-05,58.43
116,6825,EUR_USD,S5,True,2,2022-01-10T06:43:20.000000000Z,1.13292,1.13292,1.1329,1.1329,0.0,2.0000000000131024e-05,1.6362110024838737e-05,1.564050150952653e-05,51.13
117,6868,EUR_USD,S5,True,2,2022-01-10T06:43:30.000000000Z,1.13284,1.13286,1.13284,1.13286,0.0,7.999999999985796e-05,1.308968801987099e-05,2.8512401207592814e-05,31.46
118,6933,EUR_USD,S5,True,1,2022-01-10T06:43:50.000000000Z,1.13284,1.13284,1.13284,1.13284,0.0,0.0,1.0471750415896792e-05,2.280992096607425e-05,31.46
119,6979,EUR_USD,S5,True,1,2022-01-10T06:44:05.000000000Z,1.13288,1.13288,1.13288,1.13288,4.0000000000040004e-05,0.0,1.6377400332725435e-05,1.82479367728594e-05,47.3
120,7061,EUR_USD,S5,True,2,2022-01-10T06:44:30.000000000Z,1.13283,1.13284,1.13283,1.13284,0.0,5.0000000000105516e-05,1.3101920266180348e-05,2.4598349418308622e-05,34.75
121,7114,EUR_USD,S5,True,2,2022-01-10T06:44:45.000000000Z,1.13286,1.13288,1.13286,1.13288,2.999999999997449e-05,0.0,1.6481536212939177e-05,1.96786795346469e-05,45.58
122,7148,EUR_USD,S5,True,2,2022-01-10T06:44:55.000000000Z,1.1329,1.1329,1.13288,1.13288,4.0000000000040004e-05,0.0,2.1185228970359343e-05,1.574294362771752e-05,57.37
123,7226,EUR_USD,S5,True,1,2022-01-10T06:45:20.000000000Z,1.1329,1.1329,1.1329,1.1329,0.0,0.0,1.6948183176287473e-05,1.2594354902174015e-05,57.37
124,7291,EUR_USD,S5,True,1,2022-01-10T06:45:40.000000000Z,1.13291,1.13291,1.13291,1.13291,1.0000000000065512e-05,0.0,1.555854654104308e-05,1.0075483921739212e-05,60.69
125,7325,EUR_USD,S5,True,1,2022-01-10T06:45:55.000000000Z,1.13292,1.13292,1.13292,1.13292,9.999999999843467e-06,0.0,1.4446837232803158e-05,8.06038713739137e-06,64.19
126,7358,EUR_USD,S5,True,3,2022-01-10T06:46:00.000000000Z,1.13294,1.13298,1.13294,1.13298,2.0000000000131024e-05,0.0,1.555746978626873e-05,6.448309709913096e-06,70.7
127,7422,EUR_USD,S5,True,2,2022-01-10T06:46:20.000000000Z,1.13298,1.13298,1.13296,1.13296,4.0000000000040004e-05,0.0,2.0445975829022986e-05,5.158647767930477e-06,79.85
128,7467,EUR_USD,S5,True,3,2022-01-10T06:46:35.000000000Z,1.13298,1.13299,1.13298,1.13298,0.0,0.0,1.635678066321839e-05,4.126918214344381e-06,79.85
129,7546,EUR_USD,S5,True,4,2022-01-10T06:47:05.000000000Z,1.13303,1.13303,1.13302,1.13302,4.999999999988347e-05,0.0,2.3085424530551406e-05,3.301534571475505e-06,87.49
130,7612,EUR_USD,S5,True,1,2022-01-10T06:47:20.000000000Z,1.13302,1.13302,1.13302,1.13302,0.0,1.0000000000065512e-05,1.8468339624441126e-05,4.641227657193506e-06,79.92
131,7690,EUR_USD,S5,True,1,2022-01-10T06:47:45.000000000Z,1.13301,1.13301,1.13301,1.13301,0.0,9.999999999843467e-06,1.47746716995529e-05,5.712982125723498e-06,72.12
132,7773,EUR_USD,S5,True,1,2022-01-10T06:48:10.000000000Z,1.133,1.133,1.133,1.133,0.0,1.0000000000065512e-05,1.181973735964232e-05,6.570385700591901e-06,64.27
133,7821,EUR_USD,S5,True,2,2022-01-10T06:48:25.000000000Z,1.13299,1.13299,1.13298,1.13298,0.0,1.0000000000065512e-05,9.455789887713856e-06,7.256308560486623e-06,56.58
