,Instrument,Granularity,Complete,Volume,Time,Open,High,Low,Close
3170,EUR_USD,S5,False,3,2022-01-06T08:17:35.000000000Z,1.12918,1.12918,1.12916,1.12918
3179,EUR_USD,S5,False,1,2022-01-06T08:17:40.000000000Z,1.12917,1.12917,1.12917,1.12917
3183,EUR_USD,S5,False,2,2022-01-06T08:17:40.000000000Z,1.12917,1.12918,1.12917,1.12918
3199,EUR_USD,S5,False,1,2022-01-06T08:17:45.000000000Z,1.1292,1.1292,1.1292,1.1292
3200,EUR_USD,S5,False,7,2022-01-06T08:17:45.000000000Z,1.1292,1.12921,1.1292,1.1292
3201,EUR_USD,S5,False,8,2022-01-06T08:17:45.000000000Z,1.1292,1.12921,1.12918,1.12918
3203,EUR_USD,S5,False,10,2022-01-06T08:17:45.000000000Z,1.1292,1.12921,1.12918,1.12918
3208,EUR_USD,S5,True,10,2022-01-06T08:17:45.000000000Z,1.1292,1.12921,1.12918,1.12918
3209,EUR_USD,S5,False,4,2022-01-06T08:17:50.000000000Z,1.1292,1.12921,1.12919,1.12919
3210,EUR_USD,S5,False,6,2022-01-06T08:17:50.000000000Z,1.1292,1.12921,1.12919,1.12919
3213,EUR_USD,S5,False,7,2022-01-06T08:17:50.000000000Z,1.1292,1.12921,1.12918,1.12918
3219,EUR_USD,S5,True,7,2022-01-06T08:17:50.000000000Z,1.1292,1.12921,1.12918,1.12918
3220,EUR_USD,S5,False,1,2022-01-06T08:17:55.000000000Z,1.12919,1.12919,1.12919,1.12919
3231,EUR_USD,S5,True,1,2022-01-06T08:17:55.000000000Z,1.12919,1.12919,1.12919,1.12919
3233,EUR_USD,S5,False,4,2022-01-06T08:18:00.000000000Z,1.12918,1.12918,1.12916,1.12916
3234,EUR_USD,S5,False,8,2022-01-06T08:18:00.000000000Z,1.12918,1.12918,1.12914,1.12916
3235,EUR_USD,S5,False,9,2022-01-06T08:18:00.000000000Z,1.12918,1.12918,1.12914,1.12916
3240,EUR_USD,S5,False,11,2022-01-06T08:18:00.000000000Z,1.12918,1.12918,1.12914,1.12916
3246,EUR_USD,S5,True,11,2022-01-06T08:18:00.000000000Z,1.12918,1.12918,1.12914,1.12916
3249,EUR_USD,S5,False,2,2022-01-06T08:18:05.000000000Z,1.12917,1.12918,1.12917,1.12918
3252,EUR_USD,S5,False,8,2022-01-06T08:18:05.000000000Z,1.12917,1.12925,1.12917,1.12925
3261,EUR_USD,S5,False,10,2022-01-06T08:18:05.000000000Z,1.12917,1.12925,1.12917,1.12922
3264,EUR_USD,S5,True,10,2022-01-06T08:18:05.000000000Z,1.12917,1.12925,1.12917,1.12922
3265,EUR_USD,S5,False,3,2022-01-06T08:18:10.000000000Z,1.12924,1.12924,1.12922,1.12924
3266,EUR_USD,S5,False,6,2022-01-06T08:18:10.000000000Z,1.12924,1.12924,1.12922,1.12922
3267,EUR_USD,S5,False,10,2022-01-06T08:18:10.000000000Z,1.12924,1.12924,1.12922,1.12922
3268,EUR_USD,S5,False,11,2022-01-06T08:18:10.000000000Z,1.12924,1.12924,1.12922,1.12924
3272,EUR_USD,S5,False,14,2022-01-06T08:18:10.000000000Z,1.12924,1.12928,1.12922,1.12928
3286,EUR_USD,S5,False,2,2022-01-06T08:18:15.000000000Z,1.12927,1.12927,1.12926,1.12926
3287,EUR_USD,S5,False,4,2022-01-06T08:18:15.000000000Z,1.12927,1.12927,1.12924,1.12925
3290,EUR_USD,S5,False,7,2022-01-06T08:18:15.000000000Z,1.12927,1.12927,1.12924,1.12924
3295,EUR_USD,S5,True,9,2022-01-06T08:18:15.000000000Z,1.12927,1.12927,1.12924,1.12924
3297,EUR_USD,S5,False,1,2022-01-06T08:18:20.000000000Z,1.12925,1.12925,1.12925,1.12925
3303,EUR_USD,S5,False,3,2022-01-06T08:18:20.000000000Z,1.12925,1.12928,1.12925,1.12928
3306,EUR_USD,S5,False,4,2022-01-06T08:18:20.000000000Z,1.12925,1.1293,1.12925,1.1293
3314,EUR_USD,S5,False,1,2022-01-06T08:18:25.000000000Z,1.12928,1.12928,1.12928,1.12928
3315,EUR_USD,S5,False,3,2022-01-06T08:18:25.000000000Z,1.12928,1.12932,1.12928,1.12932
3316,EUR_USD,S5,False,5,2022-01-06T08:18:25.000000000Z,1.12928,1.12934,1.12928,1.12934
3324,EUR_USD,S5,False,8,2022-01-06T08:18:25.000000000Z,1.12928,1.12937,1.12928,1.12937
3327,EUR_USD,S5,True,8,2022-01-06T08:18:25.000000000Z,1.12928,1.12937,1.12928,1.12937
3329,EUR_USD,S5,False,5,2022-01-06T08:18:30.000000000Z,1.12936,1.12936,1.12934,1.12934
3341,EUR_USD,S5,False,8,2022-01-06T08:18:30.000000000Z,1.12936,1.12938,1.12934,1.12938
3348,EUR_USD,S5,False,3,2022-01-06T08:18:35.000000000Z,1.1294,1.12943,1.1294,1.12943
