,Instrument,Granularity,Complete,Volume,Time,Open,High,Low,Close
1678,EUR_USD,S5,True,1,2022-01-10T06:15:20.000000000Z,1.13312,1.13312,1.13312,1.13312
1728,EUR_USD,S5,True,1,2022-01-10T06:15:35.000000000Z,1.13314,1.13314,1.13314,1.13314
1776,EUR_USD,S5,True,1,2022-01-10T06:15:50.000000000Z,1.13315,1.13315,1.13315,1.13315
1807,EUR_USD,S5,True,2,2022-01-10T06:16:00.000000000Z,1.13316,1.13316,1.13316,1.13316
1923,EUR_USD,S5,True,2,2022-01-10T06:16:35.000000000Z,1.13317,1.13317,1.13316,1.13316
1953,EUR_USD,S5,True,1,2022-01-10T06:16:45.000000000Z,1.13317,1.13317,1.13317,1.13317
2036,EUR_USD,S5,True,1,2022-01-10T06:17:10.000000000Z,1.13312,1.13312,1.13312,1.13312
2170,EUR_USD,S5,True,2,2022-01-10T06:17:55.000000000Z,1.13314,1.13316,1.13314,1.13316
2217,EUR_USD,S5,True,3,2022-01-10T06:18:10.000000000Z,1.13312,1.13313,1.13312,1.13312
2247,EUR_USD,S5,True,2,2022-01-10T06:18:15.000000000Z,1.13313,1.13314,1.13313,1.13314
2314,EUR_USD,S5,True,2,2022-01-10T06:18:35.000000000Z,1.13312,1.13312,1.1331,1.1331
2398,EUR_USD,S5,True,1,2022-01-10T06:19:00.000000000Z,1.13309,1.13309,1.13309,1.13309
2461,EUR_USD,S5,True,1,2022-01-10T06:19:20.000000000Z,1.13308,1.13308,1.13308,1.13308
2510,EUR_USD,S5,True,1,2022-01-10T06:19:35.000000000Z,1.1331,1.1331,1.1331,1.1331
2638,EUR_USD,S5,True,2,2022-01-10T06:20:15.000000000Z,1.1331,1.1331,1.13309,1.13309
2751,EUR_USD,S5,True,3,2022-01-10T06:21:00.000000000Z,1.13302,1.13303,1.13302,1.13302
2797,EUR_USD,S5,True,6,2022-01-10T06:21:10.000000000Z,1.13302,1.13302,1.13298,1.13302
2840,EUR_USD,S5,True,7,2022-01-10T06:21:25.000000000Z,1.133,1.13302,1.13298,1.13298
2870,EUR_USD,S5,True,1,2022-01-10T06:21:35.000000000Z,1.13296,1.13296,1.13296,1.13296
2913,EUR_USD,S5,True,2,2022-01-10T06:21:50.000000000Z,1.13294,1.13294,1.13292,1.13292
2964,EUR_USD,S5,True,1,2022-01-10T06:22:10.000000000Z,1.13291,1.13291,1.13291,1.13291
3043,EUR_USD,S5,True,4,2022-01-10T06:22:45.000000000Z,1.1329,1.13291,1.13289,1.13289
3098,EUR_USD,S5,True,6,2022-01-10T06:23:05.000000000Z,1.1329,1.13292,1.13287,1.13292
3186,EUR_USD,S5,True,5,2022-01-10T06:23:35.000000000Z,1.13298,1.133,1.13298,1.13298
3224,EUR_USD,S5,True,7,2022-01-10T06:23:50.000000000Z,1.133,1.133,1.13294,1.13294
3249,EUR_USD,S5,True,2,2022-01-10T06:24:00.000000000Z,1.13296,1.13297,1.13296,1.13297
3292,EUR_USD,S5,True,2,2022-01-10T06:24:25.000000000Z,1.1329,1.13292,1.1329,1.13292
3327,EUR_USD,S5,True,1,2022-01-10T06:24:40.000000000Z,1.13291,1.13291,1.13291,1.13291
3341,EUR_USD,S5,True,6,2022-01-10T06:24:50.000000000Z,1.13293,1.13293,1.1329,1.13292
3372,EUR_USD,S5,True,4,2022-01-10T06:24:55.000000000Z,1.1329,1.1329,1.13288,1.13288
3515,EUR_USD,S5,True,1,2022-01-10T06:25:40.000000000Z,1.13287,1.13287,1.13287,1.13287
3562,EUR_USD,S5,True,4,2022-01-10T06:26:00.000000000Z,1.13286,1.13286,1.1328,1.1328
3592,EUR_USD,S5,True,8,2022-01-10T06:26:05.000000000Z,1.13279,1.1328,1.13278,1.1328
3754,EUR_USD,S5,True,1,2022-01-10T06:27:00.000000000Z,1.13282,1.13282,1.13282,1.13282
3801,EUR_USD,S5,True,1,2022-01-10T06:27:20.000000000Z,1.13277,1.13277,1.13277,1.13277
3880,EUR_USD,S5,True,13,2022-01-10T06:27:45.000000000Z,1.13276,1.13276,1.13267,1.13268
3961,EUR_USD,S5,True,1,2022-01-10T06:28:10.000000000Z,1.13268,1.13268,1.13268,1.13268
4020,EUR_USD,S5,True,5,2022-01-10T06:28:30.000000000Z,1.1327,1.13276,1.1327,1.13276
4062,EUR_USD,S5,True,7,2022-01-10T06:28:45.000000000Z,1.13277,1.13277,1.13274,1.13277
4102,EUR_USD,S5,True,1,2022-01-10T06:29:05.000000000Z,1.13284,1.13284,1.13284,1.13284
4126,EUR_USD,S5,True,1,2022-01-10T06:29:10.000000000Z,1.13286,1.13286,1.13286,1.13286
4142,EUR_USD,S5,True,1,2022-01-10T06:29:20.000000000Z,1.13287,1.13287,1.13287,1.13287
4173,EUR_USD,S5,True,1,2022-01-10T06:29:25.000000000Z,1.13288,1.13288,1.13288,1.13288
4207,EUR_USD,S5,True,1,2022-01-10T06:29:35.000000000Z,1.13287,1.13287,1.13287,1.13287
4252,EUR_USD,S5,True,4,2022-01-10T06:29:50.000000000Z,1.13287,1.13288,1.13287,1.13288
4295,EUR_USD,S5,True,3,2022-01-10T06:30:05.000000000Z,1.1329,1.13291,1.1329,1.13291
4361,EUR_USD,S5,True,2,2022-01-10T06:30:30.000000000Z,1.1329,1.1329,1.13288,1.13288
4442,EUR_USD,S5,True,2,2022-01-10T06:30:55.000000000Z,1.1329,1.1329,1.1329,1.1329
4492,EUR_USD,S5,True,1,2022-01-10T06:31:10.000000000Z,1.13288,1.13288,1.13288,1.13288
4546,EUR_USD,S5,True,3,2022-01-10T06:31:30.000000000Z,1.1329,1.1329,1.13288,1.13288
4576,EUR_USD,S5,True,1,2022-01-10T06:31:35.000000000Z,1.13289,1.13289,1.13289,1.13289
4592,EUR_USD,S5,True,2,2022-01-10T06:31:45.000000000Z,1.1329,1.1329,1.13288,1.13288
4622,EUR_USD,S5,True,2,2022-01-10T06:31:50.000000000Z,1.13287,1.13287,1.13286,1.13286
4667,EUR_USD,S5,True,1,2022-01-10T06:32:05.000000000Z,1.13287,1.13287,1.13287,1.13287
4750,EUR_USD,S5,True,1,2022-01-10T06:32:30.000000000Z,1.13288,1.13288,1.13288,1.13288
4783,EUR_USD,S5,True,1,2022-01-10T06:32:40.000000000Z,1.13287,1.13287,1.13287,1.13287
4866,EUR_USD,S5,True,1,2022-01-10T06:33:05.000000000Z,1.13288,1.13288,1.13288,1.13288
4901,EUR_USD,S5,True,1,2022-01-10T06:33:20.000000000Z,1.13286,1.13286,1.13286,1.13286
4916,EUR_USD,S5,True,2,2022-01-10T06:33:25.000000000Z,1.13285,1.13286,1.13285,1.13286
4978,EUR_USD,S5,True,1,2022-01-10T06:33:40.000000000Z,1.13294,1.13294,1.13294,1.13294
5036,EUR_USD,S5,True,3,2022-01-10T06:34:05.000000000Z,1.13292,1.13292,1.13289,1.13289
5064,EUR_USD,S5,True,1,2022-01-10T06:34:10.000000000Z,1.13288,1.13288,1.13288,1.13288
5111,EUR_USD,S5,True,1,2022-01-10T06:34:30.000000000Z,1.13287,1.13287,1.13287,1.13287
5127,EUR_USD,S5,True,3,2022-01-10T06:34:35.000000000Z,1.13288,1.1329,1.13288,1.13288
5161,EUR_USD,S5,True,2,2022-01-10T06:34:40.000000000Z,1.1329,1.13291,1.1329,1.13291
5199,EUR_USD,S5,True,2,2022-01-10T06:34:55.000000000Z,1.13291,1.13292,1.13291,1.13292
5280,EUR_USD,S5,True,1,2022-01-10T06:35:20.000000000Z,1.13291,1.13291,1.13291,1.13291
5326,EUR_USD,S5,True,1,2022-01-10T06:35:35.000000000Z,1.1329,1.1329,1.1329,1.1329
5408,EUR_USD,S5,True,1,2022-01-10T06:36:05.000000000Z,1.1329,1.1329,1.1329,1.1329
5460,EUR_USD,S5,True,1,2022-01-10T06:36:15.000000000Z,1.13292,1.13292,1.13292,1.13292
5588,EUR_USD,S5,True,1,2022-01-10T06:36:55.000000000Z,1.13294,1.13294,1.13294,1.13294
5638,EUR_USD,S5,True,6,2022-01-10T06:37:10.000000000Z,1.13296,1.13301,1.13296,1.13301
5700,EUR_USD,S5,True,1,2022-01-10T06:37:30.000000000Z,1.13302,1.13302,1.13302,1.13302
5716,EUR_USD,S5,True,9,2022-01-10T06:37:40.000000000Z,1.13301,1.13306,1.13299,1.13299
5751,EUR_USD,S5,True,5,2022-01-10T06:37:45.000000000Z,1.13298,1.13299,1.13298,1.13298
5816,EUR_USD,S5,True,7,2022-01-10T06:38:05.000000000Z,1.13302,1.13304,1.13298,1.13301
5892,EUR_USD,S5,True,1,2022-01-10T06:38:30.000000000Z,1.13298,1.13298,1.13298,1.13298
6009,EUR_USD,S5,True,3,2022-01-10T06:39:05.000000000Z,1.13296,1.13299,1.13296,1.13299
6090,EUR_USD,S5,True,2,2022-01-10T06:39:30.000000000Z,1.133,1.133,1.13298,1.13298
6175,EUR_USD,S5,True,2,2022-01-10T06:40:00.000000000Z,1.13299,1.13301,1.13299,1.13301
6225,EUR_USD,S5,True,10,2022-01-10T06:40:10.000000000Z,1.13299,1.133,1.13295,1.13298
6290,EUR_USD,S5,True,7,2022-01-10T06:40:35.000000000Z,1.13295,1.13295,1.1329,1.13292
6323,EUR_USD,S5,True,3,2022-01-10T06:40:40.000000000Z,1.13293,1.13293,1.13292,1.13293
6356,EUR_USD,S5,True,1,2022-01-10T06:40:50.000000000Z,1.13292,1.13292,1.13292,1.13292
6391,EUR_USD,S5,True,7,2022-01-10T06:41:05.000000000Z,1.13294,1.13298,1.13294,1.13296
6503,EUR_USD,S5,True,1,2022-01-10T06:41:35.000000000Z,1.13292,1.13292,1.13292,1.13292
6553,EUR_USD,S5,True,1,2022-01-10T06:41:50.000000000Z,1.13287,1.13287,1.13287,1.13287
6618,EUR_USD,S5,True,2,2022-01-10T06:42:10.000000000Z,1.13284,1.13285,1.13284,1.13285
6683,EUR_USD,S5,True,3,2022-01-10T06:42:30.000000000Z,1.1329,1.13293,1.1329,1.13293
6761,EUR_USD,S5,True,1,2022-01-10T06:42:55.000000000Z,1.13294,1.13294,1.13294,1.13294
6825,EUR_USD,S5,True,2,2022-01-10T06:43:20.000000000Z,1.13292,1.13292,1.1329,1.1329
6868,EUR_USD,S5,True,2,2022-01-10T06:43:30.000000000Z,1.13284,1.13286,1.13284,1.13286
6933,EUR_USD,S5,True,1,2022-01-10T06:43:50.000000000Z,1.13284,1.13284,1.13284,1.13284
6979,EUR_USD,S5,True,1,2022-01-10T06:44:05.000000000Z,1.13288,1.13288,1.13288,1.13288
7061,EUR_USD,S5,True,2,2022-01-10T06:44:30.000000000Z,1.13283,1.13284,1.13283,1.13284
7114,EUR_USD,S5,True,2,2022-01-10T06:44:45.000000000Z,1.13286,1.13288,1.13286,1.13288
7148,EUR_USD,S5,True,2,2022-01-10T06:44:55.000000000Z,1.1329,1.1329,1.13288,1.13288
7226,EUR_USD,S5,True,1,2022-01-10T06:45:20.000000000Z,1.1329,1.1329,1.1329,1.1329
7291,EUR_USD,S5,True,1,2022-01-10T06:45:40.000000000Z,1.13291,1.13291,1.13291,1.13291
7325,EUR_USD,S5,True,1,2022-01-10T06:45:55.000000000Z,1.13292,1.13292,1.13292,1.13292
7358,EUR_USD,S5,True,3,2022-01-10T06:46:00.000000000Z,1.13294,1.13298,1.13294,1.13298
7422,EUR_USD,S5,True,2,2022-01-10T06:46:20.000000000Z,1.13298,1.13298,1.13296,1.13296
7467,EUR_USD,S5,True,3,2022-01-10T06:46:35.000000000Z,1.13298,1.13299,1.13298,1.13298
7546,EUR_USD,S5,True,4,2022-01-10T06:47:05.000000000Z,1.13303,1.13303,1.13302,1.13302
7612,EUR_USD,S5,True,1,2022-01-10T06:47:20.000000000Z,1.13302,1.13302,1.13302,1.13302
7690,EUR_USD,S5,True,1,2022-01-10T06:47:45.000000000Z,1.13301,1.13301,1.13301,1.13301
7773,EUR_USD,S5,True,1,2022-01-10T06:48:10.000000000Z,1.133,1.133,1.133,1.133
7821,EUR_USD,S5,True,2,2022-01-10T06:48:25.000000000Z,1.13299,1.13299,1.13298,1.13298
7867,EUR_USD,S5,True,1,2022-01-10T06:48:40.000000000Z,1.13297,1.13297,1.13297,1.13297
7965,EUR_USD,S5,True,1,2022-01-10T06:49:10.000000000Z,1.13298,1.13298,1.13298,1.13298
8018,EUR_USD,S5,True,2,2022-01-10T06:49:25.000000000Z,1.13297,1.13297,1.13296,1.13296
8100,EUR_USD,S5,True,1,2022-01-10T06:49:50.000000000Z,1.13294,1.13294,1.13294,1.13294
8132,EUR_USD,S5,True,3,2022-01-10T06:50:00.000000000Z,1.13295,1.13296,1.13295,1.13296
8280,EUR_USD,S5,True,1,2022-01-10T06:50:45.000000000Z,1.13298,1.13298,1.13298,1.13298
8379,EUR_USD,S5,True,3,2022-01-10T06:51:15.000000000Z,1.1331,1.13312,1.1331,1.13312
8494,EUR_USD,S5,True,1,2022-01-10T06:51:50.000000000Z,1.13319,1.13319,1.13319,1.13319
8543,EUR_USD,S5,True,3,2022-01-10T06:52:05.000000000Z,1.13318,1.13318,1.13316,1.13316
8591,EUR_USD,S5,True,1,2022-01-10T06:52:20.000000000Z,1.13316,1.13316,1.13316,1.13316
8621,EUR_USD,S5,True,3,2022-01-10T06:52:30.000000000Z,1.13317,1.13317,1.13316,1.13317
8789,EUR_USD,S5,True,2,2022-01-10T06:53:20.000000000Z,1.13318,1.13318,1.13318,1.13318
8918,EUR_USD,S5,True,1,2022-01-10T06:54:00.000000000Z,1.13322,1.13322,1.13322,1.13322
8949,EUR_USD,S5,True,2,2022-01-10T06:54:15.000000000Z,1.13321,1.13321,1.1332,1.1332
8976,EUR_USD,S5,True,2,2022-01-10T06:54:20.000000000Z,1.13318,1.13318,1.13317,1.13317
9133,EUR_USD,S5,True,3,2022-01-10T06:55:15.000000000Z,1.13319,1.13322,1.13319,1.13322
9190,EUR_USD,S5,True,1,2022-01-10T06:55:35.000000000Z,1.13324,1.13324,1.13324,1.13324
9256,EUR_USD,S5,True,1,2022-01-10T06:55:55.000000000Z,1.13326,1.13326,1.13326,1.13326
9299,EUR_USD,S5,True,3,2022-01-10T06:56:10.000000000Z,1.13324,1.13328,1.13324,1.13328
9382,EUR_USD,S5,True,3,2022-01-10T06:56:35.000000000Z,1.1333,1.13334,1.1333,1.13334
9470,EUR_USD,S5,True,1,2022-01-10T06:57:05.000000000Z,1.13334,1.13334,1.13334,1.13334
9515,EUR_USD,S5,True,3,2022-01-10T06:57:20.000000000Z,1.13338,1.13338,1.13334,1.13334
9546,EUR_USD,S5,True,2,2022-01-10T06:57:30.000000000Z,1.13335,1.13337,1.13335,1.13337
9579,EUR_USD,S5,True,1,2022-01-10T06:57:50.000000000Z,1.13338,1.13338,1.13338,1.13338
9607,EUR_USD,S5,True,3,2022-01-10T06:57:55.000000000Z,1.13336,1.13336,1.13336,1.13336
9646,EUR_USD,S5,True,1,2022-01-10T06:58:10.000000000Z,1.13337,1.13337,1.13337,1.13337
9731,EUR_USD,S5,True,8,2022-01-10T06:58:45.000000000Z,1.13332,1.13335,1.1333,1.13335
9777,EUR_USD,S5,True,5,2022-01-10T06:59:05.000000000Z,1.13332,1.13334,1.13331,1.13334
9804,EUR_USD,S5,True,1,2022-01-10T06:59:15.000000000Z,1.13332,1.13332,1.13332,1.13332
9864,EUR_USD,S5,True,1,2022-01-10T06:59:40.000000000Z,1.13334,1.13334,1.13334,1.13334
9952,EUR_USD,S5,True,6,2022-01-10T07:00:15.000000000Z,1.13335,1.13342,1.13335,1.13342
10034,EUR_USD,S5,True,1,2022-01-10T07:00:50.000000000Z,1.13339,1.13339,1.13339,1.13339
10046,EUR_USD,S5,True,2,2022-01-10T07:00:55.000000000Z,1.1334,1.1334,1.13339,1.13339
10056,EUR_USD,S5,True,10,2022-01-10T07:01:00.000000000Z,1.13338,1.1334,1.13336,1.13338
10069,EUR_USD,S5,True,6,2022-01-10T07:01:05.000000000Z,1.13337,1.13337,1.13334,1.13335
10082,EUR_USD,S5,True,7,2022-01-10T07:01:10.000000000Z,1.13334,1.13337,1.13334,1.13334
10097,EUR_USD,S5,True,4,2022-01-10T07:01:15.000000000Z,1.13332,1.13332,1.1333,1.1333
10130,EUR_USD,S5,True,5,2022-01-10T07:01:30.000000000Z,1.1332,1.1332,1.13316,1.13317
10144,EUR_USD,S5,True,3,2022-01-10T07:01:35.000000000Z,1.13316,1.13316,1.13314,1.13316
10156,EUR_USD,S5,True,4,2022-01-10T07:01:40.000000000Z,1.13318,1.13318,1.13314,1.13316
10175,EUR_USD,S5,True,4,2022-01-10T07:01:50.000000000Z,1.13312,1.13315,1.13312,1.13315
10204,EUR_USD,S5,True,22,2022-01-10T07:02:05.000000000Z,1.13314,1.13328,1.13314,1.13326
10219,EUR_USD,S5,True,7,2022-01-10T07:02:15.000000000Z,1.1333,1.13331,1.13324,1.13324
10250,EUR_USD,S5,True,4,2022-01-10T07:02:20.000000000Z,1.13326,1.13326,1.13324,1.13324
10382,EUR_USD,S5,True,4,2022-01-10T07:03:05.000000000Z,1.13324,1.13328,1.13324,1.13326
10400,EUR_USD,S5,True,5,2022-01-10T07:03:15.000000000Z,1.13328,1.13328,1.13326,1.13326
10432,EUR_USD,S5,True,1,2022-01-10T07:03:20.000000000Z,1.13328,1.13328,1.13328,1.13328
10478,EUR_USD,S5,True,6,2022-01-10T07:03:40.000000000Z,1.13326,1.1333,1.13324,1.13324
10495,EUR_USD,S5,True,4,2022-01-10T07:03:45.000000000Z,1.13326,1.13326,1.13322,1.13322
10509,EUR_USD,S5,True,2,2022-01-10T07:03:50.000000000Z,1.13322,1.13322,1.13321,1.13321
10525,EUR_USD,S5,True,7,2022-01-10T07:03:55.000000000Z,1.1332,1.1332,1.13316,1.13316
10575,EUR_USD,S5,True,2,2022-01-10T07:04:10.000000000Z,1.13324,1.13324,1.13322,1.13322
10621,EUR_USD,S5,True,2,2022-01-10T07:04:25.000000000Z,1.1332,1.13321,1.1332,1.13321
10654,EUR_USD,S5,True,7,2022-01-10T07:04:35.000000000Z,1.13324,1.13328,1.13324,1.13328
10685,EUR_USD,S5,True,2,2022-01-10T07:04:40.000000000Z,1.13326,1.13328,1.13326,1.13328
10703,EUR_USD,S5,True,1,2022-01-10T07:04:50.000000000Z,1.13326,1.13326,1.13326,1.13326
10796,EUR_USD,S5,True,3,2022-01-10T07:05:20.000000000Z,1.13323,1.13323,1.1332,1.1332
10810,EUR_USD,S5,True,2,2022-01-10T07:05:25.000000000Z,1.13318,1.13319,1.13318,1.13319
10827,EUR_USD,S5,True,8,2022-01-10T07:05:30.000000000Z,1.13318,1.1332,1.13314,1.1332
10841,EUR_USD,S5,True,1,2022-01-10T07:05:35.000000000Z,1.13318,1.13318,1.13318,1.13318
10858,EUR_USD,S5,True,3,2022-01-10T07:05:40.000000000Z,1.13316,1.13316,1.13314,1.13316
10891,EUR_USD,S5,True,3,2022-01-10T07:05:45.000000000Z,1.13314,1.13314,1.13312,1.13314
10941,EUR_USD,S5,True,3,2022-01-10T07:06:00.000000000Z,1.13316,1.13319,1.13316,1.13319
11025,EUR_USD,S5,True,3,2022-01-10T07:06:25.000000000Z,1.13316,1.13316,1.13314,1.13314
11055,EUR_USD,S5,True,3,2022-01-10T07:06:35.000000000Z,1.13318,1.13318,1.13316,1.13317
11102,EUR_USD,S5,True,2,2022-01-10T07:06:55.000000000Z,1.13318,1.13318,1.13318,1.13318
11134,EUR_USD,S5,True,1,2022-01-10T07:07:05.000000000Z,1.13322,1.13322,1.13322,1.13322
11200,EUR_USD,S5,True,5,2022-01-10T07:07:20.000000000Z,1.1332,1.1332,1.13319,1.1332
11247,EUR_USD,S5,True,3,2022-01-10T07:07:40.000000000Z,1.1333,1.13334,1.1333,1.13334
11263,EUR_USD,S5,True,4,2022-01-10T07:07:45.000000000Z,1.13332,1.13335,1.13332,1.13334
11279,EUR_USD,S5,True,5,2022-01-10T07:07:50.000000000Z,1.13332,1.13334,1.13332,1.13333
11359,EUR_USD,S5,True,1,2022-01-10T07:08:10.000000000Z,1.13334,1.13334,1.13334,1.13334
11393,EUR_USD,S5,True,5,2022-01-10T07:08:20.000000000Z,1.13335,1.13342,1.13335,1.13342
11427,EUR_USD,S5,True,8,2022-01-10T07:08:35.000000000Z,1.13345,1.13348,1.13345,1.13347
11474,EUR_USD,S5,True,5,2022-01-10T07:08:50.000000000Z,1.13346,1.13346,1.13344,1.13346
11489,EUR_USD,S5,True,1,2022-01-10T07:08:55.000000000Z,1.13344,1.13344,1.13344,1.13344
11519,EUR_USD,S5,True,18,2022-01-10T07:09:00.000000000Z,1.13346,1.13348,1.13344,1.13348
11569,EUR_USD,S5,True,1,2022-01-10T07:09:20.000000000Z,1.13348,1.13348,1.13348,1.13348
11584,EUR_USD,S5,True,11,2022-01-10T07:09:25.000000000Z,1.13348,1.13348,1.13342,1.13343
11635,EUR_USD,S5,True,13,2022-01-10T07:09:40.000000000Z,1.1334,1.13343,1.13338,1.13338
11684,EUR_USD,S5,True,2,2022-01-10T07:09:50.000000000Z,1.1334,1.1334,1.1334,1.1334
11734,EUR_USD,S5,True,3,2022-01-10T07:10:05.000000000Z,1.13338,1.13338,1.13336,1.13336
11783,EUR_USD,S5,True,3,2022-01-10T07:10:25.000000000Z,1.13334,1.13334,1.13334,1.13334
11814,EUR_USD,S5,True,1,2022-01-10T07:10:30.000000000Z,1.13334,1.13334,1.13334,1.13334
11980,EUR_USD,S5,True,2,2022-01-10T07:11:20.000000000Z,1.1335,1.1335,1.13348,1.13348
12012,EUR_USD,S5,True,3,2022-01-10T07:11:30.000000000Z,1.1335,1.1335,1.13348,1.13349
12065,EUR_USD,S5,True,6,2022-01-10T07:11:45.000000000Z,1.13351,1.13352,1.1335,1.1335
12113,EUR_USD,S5,True,12,2022-01-10T07:12:00.000000000Z,1.13349,1.13349,1.13338,1.13338
12178,EUR_USD,S5,True,6,2022-01-10T07:12:20.000000000Z,1.1334,1.13342,1.1334,1.1334
12241,EUR_USD,S5,True,1,2022-01-10T07:12:40.000000000Z,1.13335,1.13335,1.13335,1.13335
12273,EUR_USD,S5,True,4,2022-01-10T07:12:55.000000000Z,1.13336,1.13342,1.13336,1.13342
12303,EUR_USD,S5,True,2,2022-01-10T07:13:05.000000000Z,1.1334,1.1334,1.1334,1.1334
12348,EUR_USD,S5,True,4,2022-01-10T07:13:15.000000000Z,1.1334,1.1334,1.1334,1.1334
12382,EUR_USD,S5,True,2,2022-01-10T07:13:30.000000000Z,1.1334,1.1334,1.13338,1.13338
12413,EUR_USD,S5,True,4,2022-01-10T07:13:40.000000000Z,1.13332,1.13333,1.1333,1.13333
12459,EUR_USD,S5,True,1,2022-01-10T07:13:50.000000000Z,1.13334,1.13334,1.13334,1.13334
12490,EUR_USD,S5,True,16,2022-01-10T07:14:00.000000000Z,1.13332,1.13339,1.13332,1.13334
12523,EUR_USD,S5,True,4,2022-01-10T07:14:10.000000000Z,1.13334,1.13338,1.13334,1.13338
12555,EUR_USD,S5,True,8,2022-01-10T07:14:25.000000000Z,1.13338,1.13338,1.13332,1.13332
12621,EUR_USD,S5,True,3,2022-01-10T07:14:40.000000000Z,1.13335,1.13335,1.13334,1.13335
12653,EUR_USD,S5,True,4,2022-01-10T07:14:50.000000000Z,1.13334,1.13334,1.13332,1.13333
12685,EUR_USD,S5,True,1,2022-01-10T07:15:00.000000000Z,1.13334,1.13334,1.13334,1.13334
12719,EUR_USD,S5,True,1,2022-01-10T07:15:15.000000000Z,1.13342,1.13342,1.13342,1.13342
12732,EUR_USD,S5,True,2,2022-01-10T07:15:20.000000000Z,1.13344,1.13344,1.13343,1.13343
12795,EUR_USD,S5,True,1,2022-01-10T07:15:40.000000000Z,1.1335,1.1335,1.1335,1.1335
12824,EUR_USD,S5,True,3,2022-01-10T07:15:45.000000000Z,1.1335,1.1335,1.1335,1.1335
12890,EUR_USD,S5,True,4,2022-01-10T07:16:05.000000000Z,1.1335,1.13351,1.13348,1.13348
12973,EUR_USD,S5,True,4,2022-01-10T07:16:30.000000000Z,1.13352,1.13354,1.13352,1.13354
13007,EUR_USD,S5,True,7,2022-01-10T07:16:40.000000000Z,1.13355,1.13363,1.13355,1.13362
13041,EUR_USD,S5,True,6,2022-01-10T07:16:55.000000000Z,1.13356,1.13358,1.13355,1.13358
13073,EUR_USD,S5,True,5,2022-01-10T07:17:05.000000000Z,1.13349,1.13349,1.13347,1.13347
13140,EUR_USD,S5,True,3,2022-01-10T07:17:20.000000000Z,1.13341,1.13342,1.13341,1.13341
13173,EUR_USD,S5,True,5,2022-01-10T07:17:30.000000000Z,1.13342,1.13344,1.13342,1.13342
13240,EUR_USD,S5,True,2,2022-01-10T07:17:55.000000000Z,1.13337,1.13338,1.13337,1.13338
13270,EUR_USD,S5,True,2,2022-01-10T07:18:00.000000000Z,1.13337,1.13338,1.13337,1.13338
