,Unnamed: 0,Instrument,Granularity,Complete,Volume,Time,Open,High,Low,Close,Gains,Loss,Avg_Gain,Avg_Loss,RSI
173,7473,EUR_USD,S5,True,16,2022-01-07T08:00:55.000000000Z,1.13054,1.13056,1.13052,1.13052,2.0000000000131E-05,0,1.81042417649199E-05,1.78559690667046E-05,50.35
174,7488,EUR_USD,S5,True,3,2022-01-07T08:01:00.000000000Z,1.13054,1.13056,1.13054,1.13056,0,0,1.44833934119359E-05,1.42847752533637E-05,50.35
175,7539,EUR_USD,S5,True,7,2022-01-07T08:01:10.000000000Z,1.13049,1.13049,1.13045,1.13046,0,5.00000000001055E-05,1.15867147295487E-05,2.14278202027121E-05,35.1
176,7554,EUR_USD,S5,True,6,2022-01-07T08:01:20.000000000Z,1.13045,1.13047,1.13044,1.13046,0,4.000000000004E-05,9.26937178363898E-06,2.51422561621776E-05,26.94
177,7590,EUR_USD,S5,True,5,2022-01-07T08:01:30.000000000Z,1.13049,1.13052,1.13049,1.13052,4.000000000004E-05,0,1.54154974269192E-05,2.01138049297421E-05,43.39
178,7624,EUR_USD,S5,True,5,2022-01-07T08:01:35.000000000Z,1.1305,1.1305,1.13046,1.13046,1.00000000000655E-05,0,1.43323979415484E-05,1.60910439437937E-05,47.11
179,7643,EUR_USD,S5,True,8,2022-01-07T08:01:45.000000000Z,1.13044,1.13052,1.13044,1.13051,0,6.0000000000171E-05,1.14659183532388E-05,2.48728351550692E-05,31.55
180,7693,EUR_USD,S5,True,3,2022-01-07T08:02:00.000000000Z,1.13051,1.13051,1.13048,1.13048,7.00000000000145E-05,0,2.31727346825939E-05,1.98982681240553E-05,53.8
181,7724,EUR_USD,S5,True,6,2022-01-07T08:02:10.000000000Z,1.13046,1.1305,1.13046,1.13048,0,4.99999999998835E-05,1.85381877460751E-05,2.5918614499221E-05,41.7
182,7859,EUR_USD,S5,True,2,2022-01-07T08:02:45.000000000Z,1.13068,1.13068,1.13066,1.13066,0.00022,0,5.88305501968375E-05,2.07348915993768E-05,73.94
183,7877,EUR_USD,S5,True,1,2022-01-07T08:02:55.000000000Z,1.13068,1.13068,1.13068,1.13068,0,0,4.706444015747E-05,1.65879132795014E-05,73.94
184,7911,EUR_USD,S5,True,1,2022-01-07T08:03:00.000000000Z,1.13067,1.13067,1.13067,1.13067,0,9.99999999984347E-06,3.7651552125976E-05,1.52703306235698E-05,71.15
185,7946,EUR_USD,S5,True,2,2022-01-07T08:03:10.000000000Z,1.13066,1.13066,1.13066,1.13066,0,1.00000000000655E-05,3.01212417007808E-05,1.4216264498869E-05,67.94
186,7997,EUR_USD,S5,True,2,2022-01-07T08:03:25.000000000Z,1.13068,1.13068,1.13066,1.13066,1.9999999999909E-05,0,2.80969933606064E-05,1.13730115990952E-05,71.19
187,8031,EUR_USD,S5,True,2,2022-01-07T08:03:35.000000000Z,1.13066,1.13066,1.13066,1.13066,0,1.9999999999909E-05,2.24775946884851E-05,1.30984092792579E-05,63.18
188,8100,EUR_USD,S5,True,3,2022-01-07T08:03:55.000000000Z,1.13065,1.13066,1.13065,1.13065,0,1.00000000000655E-05,1.79820757507881E-05,1.24787274234195E-05,59.03
189,8118,EUR_USD,S5,True,3,2022-01-07T08:04:05.000000000Z,1.13064,1.13064,1.13062,1.13063,0,9.99999999984347E-06,1.43856606006305E-05,1.19829819387043E-05,54.56
190,8136,EUR_USD,S5,True,4,2022-01-07T08:04:10.000000000Z,1.13064,1.13067,1.13064,1.13066,0,0,1.15085284805044E-05,9.5863855509634E-06,54.56
191,8153,EUR_USD,S5,True,19,2022-01-07T08:04:15.000000000Z,1.13067,1.13074,1.13067,1.13074,2.99999999999745E-05,0,1.52068227843984E-05,7.66910844077072E-06,66.48
192,8223,EUR_USD,S5,True,4,2022-01-07T08:04:35.000000000Z,1.13056,1.13056,1.13054,1.13056,0,0.00011,1.21654582275187E-05,2.81352867526275E-05,30.19
193,8257,EUR_USD,S5,True,5,2022-01-07T08:04:45.000000000Z,1.13055,1.13058,1.13054,1.13054,0,1.00000000000655E-05,9.73236658201498E-06,2.45082294021151E-05,28.42
194,8379,EUR_USD,S5,True,5,2022-01-07T08:05:20.000000000Z,1.13068,1.1307,1.13068,1.13068,0.00013,0,3.37858932656047E-05,1.96065835216921E-05,63.28
195,8395,EUR_USD,S5,True,14,2022-01-07T08:05:25.000000000Z,1.1307,1.1307,1.13066,1.13068,2.0000000000131E-05,0,3.102871461251E-05,1.56852668173537E-05,66.42
